timestamp,engine_id,mission_id,mission_phase,load_fraction,ambient_temperature_c,rpm,oil_temperature_c,coolant_temperature_c,oil_pressure_bar,manifold_pressure_bar,fuel_flow_kg_h,vibration_rms,exhaust_temperature_c,health_index,degradation_index,anomaly,fault_type,rul_hours,mission_duration_hours,mission_completion,data_source
2026-01-01 03:50:00,ENG-020,MISSION-020,landing,0.5718,33.195,3555.705,105.96,120.264,3.481,1.11,3.407,0.5518,683.968,0.2487,0.7513,1,normal,15.342,3.773,1,synthetic_demo_scenario
2026-01-01 03:50:10,ENG-020,MISSION-020,landing,0.5512,32.003,3626.323,103.019,116.617,3.307,1.042,3.241,0.5631,675.325,0.261,0.739,1,normal,18.901,6.115,1,synthetic_demo_scenario
2026-01-01 03:50:20,ENG-020,MISSION-020,landing,0.4896,33.527,3497.45,103.765,116.21,3.361,1.053,2.955,0.6205,675.446,0.2234,0.7766,1,normal,17.986,3.892,1,synthetic_demo_scenario
2026-01-01 03:50:30,ENG-020,MISSION-020,landing,0.5082,33.478,3534.048,103.564,115.84,3.489,1.072,3.203,0.5785,670.362,0.2564,0.7436,1,normal,15.811,4.876,1,synthetic_demo_scenario
2026-01-01 03:50:40,ENG-020,MISSION-020,landing,0.4729,32.846,3412.02,102.445,115.01,3.578,1.022,3.024,0.6003,668.26,0.2118,0.7882,1,normal,17.871,5.447,1,synthetic_demo_scenario
2026-01-01 03:50:50,ENG-020,MISSION-020,landing,0.5255,32.566,3519.515,105.352,116.642,3.572,1.063,3.201,0.6155,695.634,0.2309,0.7691,1,normal,19.696,5.159,1,synthetic_demo_scenario
2026-01-01 03:51:00,ENG-020,MISSION-020,landing,0.5409,32.678,3459.257,106.198,114.37,3.293,1.107,3.347,0.5614,677.473,0.2249,0.7751,1,normal,18.519,6.345,1,synthetic_demo_scenario
2026-01-01 03:51:10,ENG-020,MISSION-020,landing,0.5136,30.578,3500.246,101.849,115.465,3.3,1.07,2.866,0.6165,658.743,0.2632,0.7368,1,normal,14.838,5.184,1,synthetic_demo_scenario
2026-01-01 03:51:20,ENG-020,MISSION-020,landing,0.4576,30.724,3413.888,101.695,115.834,3.524,0.986,2.878,0.5628,667.078,0.2188,0.7812,1,normal,17.732,4.595,1,synthetic_demo_scenario
2026-01-01 03:51:30,ENG-020,MISSION-020,landing,0.5315,32.938,3575.597,106.419,117.891,3.456,1.101,3.242,0.5915,675.38,0.244,0.756,1,normal,14.261,2.102,1,synthetic_demo_scenario
2026-01-01 03:51:40,ENG-020,MISSION-020,landing,0.5013,33.923,3451.127,100.186,117.037,3.708,1.043,2.999,0.5684,658.955,0.2621,0.7379,1,normal,16.311,2.239,1,synthetic_demo_scenario
2026-01-01 03:51:50,ENG-020,MISSION-020,landing,0.5329,32.417,3553.244,107.284,118.04,3.425,1.084,3.041,0.5935,684.416,0.2609,0.7391,1,normal,15.113,4.835,1,synthetic_demo_scenario
2026-01-01 03:52:00,ENG-020,MISSION-020,landing,0.4882,30.954,3482.71,102.101,114.785,3.492,1.031,2.923,0.5367,686.784,0.2834,0.7166,1,normal,15.366,2.211,1,synthetic_demo_scenario
2026-01-01 03:52:10,ENG-020,MISSION-020,landing,0.4658,33.459,3432.684,102.844,114.917,3.61,1.004,2.994,0.5983,665.861,0.2104,0.7896,1,normal,14.945,2.462,0,synthetic_demo_scenario
2026-01-01 03:52:20,ENG-020,MISSION-020,landing,0.5082,35.093,3486.257,103.91,116.981,3.271,1.042,2.898,0.5826,684.214,0.2259,0.7741,1,normal,16.157,3.134,1,synthetic_demo_scenario
2026-01-01 03:52:30,ENG-020,MISSION-020,landing,0.5015,33.949,3464.967,106.648,112.374,3.463,0.989,3.048,0.5571,668.881,0.2517,0.7483,1,normal,15.983,2.238,1,synthetic_demo_scenario
2026-01-01 03:52:40,ENG-020,MISSION-020,landing,0.5047,34.488,3469.224,105.217,116.258,3.503,1.043,3.199,0.6415,681.559,0.2262,0.7738,1,normal,15.644,5.831,1,synthetic_demo_scenario
2026-01-01 03:52:50,ENG-020,MISSION-020,landing,0.5169,32.417,3527.657,104.466,115.276,3.385,1.085,3.209,0.578,684.532,0.2192,0.7808,1,normal,14.641,5.98,1,synthetic_demo_scenario
2026-01-01 03:53:00,ENG-020,MISSION-020,landing,0.5026,33.228,3501.366,104.064,117.67,3.242,1.056,3.016,0.6435,670.298,0.223,0.777,1,normal,15.88,5.391,0,synthetic_demo_scenario
2026-01-01 03:53:10,ENG-020,MISSION-020,landing,0.4751,33.592,3395.952,101.972,113.621,3.587,1.03,3.098,0.5996,658.122,0.2214,0.7786,1,normal,15.769,2.043,1,synthetic_demo_scenario
2026-01-01 03:53:20,ENG-020,MISSION-020,landing,0.4604,32.675,3373.395,104.592,111.435,3.427,1.024,2.913,0.5591,663.044,0.2042,0.7958,1,normal,9.79,5.263,0,synthetic_demo_scenario
2026-01-01 03:53:30,ENG-020,MISSION-020,landing,0.4812,32.72,3436.367,101.572,115.861,3.514,1.068,3.092,0.6151,662.561,0.2311,0.7689,1,normal,13.409,7.798,1,synthetic_demo_scenario
2026-01-01 03:53:40,ENG-020,MISSION-020,landing,0.5029,31.33,3504.347,106.046,114.199,3.382,1.082,3.128,0.6251,678.432,0.2156,0.7844,1,normal,10.541,3.368,0,synthetic_demo_scenario
2026-01-01 03:53:50,ENG-020,MISSION-020,landing,0.4611,32.326,3460.914,102.777,112.924,3.673,1.022,2.972,0.5882,664.137,0.2223,0.7777,1,normal,12.349,6.998,0,synthetic_demo_scenario
2026-01-01 03:54:00,ENG-020,MISSION-020,landing,0.5163,32.702,3529.403,102.279,119.409,3.574,1.082,3.109,0.6134,686.236,0.2416,0.7584,1,normal,14.483,2.315,1,synthetic_demo_scenario
2026-01-01 03:54:10,ENG-020,MISSION-020,landing,0.5122,32.814,3489.013,103.528,117.088,3.581,1.068,3.108,0.5988,682.121,0.2534,0.7466,1,normal,16.373,5.97,0,synthetic_demo_scenario
2026-01-01 03:54:20,ENG-020,MISSION-020,landing,0.4522,34.46,3374.047,101.051,114.097,3.399,1.033,2.934,0.6165,663.201,0.2061,0.7939,1,normal,11.444,4.574,1,synthetic_demo_scenario
2026-01-01 03:54:30,ENG-020,MISSION-020,landing,0.5734,31.142,3669.769,107.727,117.854,3.458,1.12,3.112,0.5872,686.115,0.264,0.736,1,normal,14.626,7.333,0,synthetic_demo_scenario
2026-01-01 03:54:40,ENG-020,MISSION-020,landing,0.4932,33.33,3439.311,101.69,117.675,3.514,1.058,3.278,0.5945,667.436,0.1969,0.8031,1,normal,13.547,5.104,0,synthetic_demo_scenario
2026-01-01 03:54:50,ENG-020,MISSION-020,landing,0.4715,32.003,3362.104,103.1,115.768,3.554,1.022,3.124,0.6055,669.626,0.19,0.81,1,normal,9.413,3.769,0,synthetic_demo_scenario
2026-01-01 03:55:00,ENG-020,MISSION-020,landing,0.4727,32.045,3478.723,101.411,114.867,3.639,0.995,3.156,0.6024,664.517,0.2196,0.7804,1,normal,10.873,2.186,0,synthetic_demo_scenario
2026-01-01 03:55:10,ENG-020,MISSION-020,landing,0.441,30.539,3371.744,101.886,113.035,3.789,1.035,3.017,0.5514,646.518,0.2776,0.7224,1,normal,12.383,2.381,0,synthetic_demo_scenario
2026-01-01 03:55:20,ENG-020,MISSION-020,landing,0.5227,33.535,3478.395,104.432,118.398,3.575,1.053,3.287,0.5858,674.875,0.2092,0.7908,1,normal,13.437,3.42,1,synthetic_demo_scenario
