timestamp,engine_id,mission_id,sim_time,operating_mode,scenario,severity,rpm,cht,egt,oil_temperature,oil_pressure,fuel_flow,vibration,throttle,altitude,ambient_temperature,fault_type,anomaly,health_index,degradation_index,rul_hours,mission_success
2026-09-20 03:41:49.563815+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,0.0,IDLE,NORMAL,0.0,800.0,70.0,200.0,60.0,4.0,1.0,0.1,0.0,0.0,25.0,normal,0,1.0,0.0,100.0,1
2026-09-20 03:41:49.567013+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,0.5,IDLE,NORMAL,0.0,800.0,70.03465232171318,200.05101317861357,60.016574416059115,3.778800783071405,1.0,0.1,0.0,0.0,25.0,normal,0,0.9998317234901801,5.88967784369565e-05,99.9941103221563,1
2026-09-20 03:41:49.567458+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,1.0,IDLE,NORMAL,0.0,800.0,70.06861848148344,200.09994448171335,60.0329656912731,3.6065306597126336,1.0,0.1,0.0,0.0,25.0,normal,0,0.9996670533169121,0.00011653133908077206,99.98834686609193,1
2026-09-20 03:41:49.567841+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,1.5,IDLE,NORMAL,0.0,800.0,70.10191206622757,200.14687887176927,60.04917584927699,3.472366552741015,1.0,0.1,0.0,0.0,25.0,normal,0,0.9995058951046033,0.00017293671338884374,99.98270632866112,1
2026-09-20 03:41:49.568138+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,2.0,IDLE,NORMAL,0.0,800.0,70.1345463938234,200.19189784388675,60.065206891345454,3.3678794411714423,1.0,0.1,0.0,0.0,25.0,normal,0,0.999348157413744,0.00022814490518958117,99.97718550948103,1
2026-09-20 03:41:49.568436+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,2.5,IDLE,NORMAL,0.0,800.0,70.16653451843709,200.23507956731171,60.081060796639846,3.28650479686019,1.0,0.1,0.0,0.0,25.0,normal,0,0.9991937516377741,0.0002821869267790544,99.97178130732209,1
2026-09-20 03:41:49.568810+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,3.0,IDLE,NORMAL,0.0,800.0,70.197889235745,200.27649902116076,60.096739522452566,3.22313016014843,1.0,0.1,0.0,0.0,25.0,normal,0,0.9990425919038429,0.0003350928336549763,99.96649071663451,1
2026-09-20 03:41:49.569171+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,3.5,IDLE,NORMAL,0.0,800.0,70.2286230880521,200.31622812461197,60.11224500444869,3.173773943450445,1.0,0.1,0.0,0.0,25.0,normal,0,0.9988945949773117,0.0003868917579409048,99.96131082420591,1
2026-09-20 03:41:49.569454+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,4.0,IDLE,NORMAL,0.0,800.0,70.25874836930915,200.35433586178277,60.12757915690494,3.135335283236613,1.0,0.1,0.0,0.0,25.0,normal,0,0.9987496801698507,0.00043761194055226825,99.95623880594478,1
2026-09-20 03:41:49.569722+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,4.5,IDLE,NORMAL,0.0,800.0,70.2882771300303,200.3908884015113,60.14274387294605,3.1053992245618645,1.0,0.1,0.0,0.0,25.0,normal,0,0.9986077692509889,0.00048728076215387434,99.95127192378462,1
2026-09-20 03:41:49.570068+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,5.0,HIGH_LOAD,NORMAL,0.0,1267.7233375532478,71.46086840900811,209.26491457456493,60.42365032549592,3.223166865904818,3.451376571147436,0.14063865424250832,0.75,0.0,25.0,normal,0,0.9798314768832099,0.007058983090876525,99.29410169091236,1
2026-09-20 03:41:49.570480+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,5.5,HIGH_LOAD,NORMAL,0.0,1602.8617535962233,72.79122769581662,219.17558949369442,60.74353411007673,3.415973972464177,5.696149250994754,0.1814697663271662,0.75,0.0,25.0,normal,0,0.9598413849183399,0.014055515278581026,98.59444847214189,1
2026-09-20 03:41:49.570833+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,6.0,HIGH_LOAD,NORMAL,0.0,1842.9989220671202,74.22492686351534,229.68409022898373,61.09003582868109,3.6385661438814454,7.674457728013285,0.2206407370004524,0.75,0.0,25.0,normal,0,0.9395162199543474,0.021169323015978403,97.88306769840216,1
2026-09-20 03:41:49.571134+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,6.5,HIGH_LOAD,NORMAL,0.0,2015.0647221090508,75.72315864341549,240.4819025308191,61.454314066666484,3.8638222197815066,9.372132660550864,0.2571001534250846,0.75,0.0,25.0,normal,0,0.9194176744692327,0.028203813935768544,97.17961860642315,1
2026-09-20 03:41:49.571490+00:00,NORMAL_ENGINE_000,NORMAL_MISSION_000,7.0,HIGH_LOAD,NORMAL,0.0,2138.355255318023,77.2583047952775,251.35364095901542,61.830047994611895,4.076440604539339,10.80077752277354,0.2903283018781571,0.75,0.0,25.0,normal,0,0.8998902165044385,0.03503842422344654,96.49615757765535,1
